"usd_cleaning_fee","f_property_type","f_room_type","f_room_type2","f_cancellation_policy","f_bed_type","f_neighbourhood_cleansed","usd_price_day","p_host_response_rate","n_accommodates","n_bathrooms","n_review_scores_rating","n_number_of_reviews","n_guests_included","n_reviews_per_month","n_extra_people","n_minimum_nights","n_beds","n_days_since","d_24hourcheckin","d_airconditioning","d_breakfast","d_buzzerwirelessintercom","d_cabletv","d_carbonmonoxidedetector","d_cats","d_dogs","d_doorman","d_doormanentry","d_dryer","d_elevatorinbuilding","d_essentials","d_familykidfriendly","d_fireextinguisher","d_firstaidkit","d_freeparkingonpremises","d_freeparkingonstreet","d_gym","d_hairdryer","d_hangers","d_heating","d_hottub","d_indoorfireplace","d_internet","d_iron","d_keypad","d_kitchen","d_laptopfriendlyworkspace","d_lockonbedroomdoor","d_lockbox","d_otherpets","d_paidparkingoffpremises","d_petsallowed","d_petsliveonthisproperty","d_pool","d_privateentrance","d_privatelivingroom","d_safetycard","d_selfcheckin","d_shampoo","d_smartlock","d_smokedetector","d_smokingallowed","d_suitableforevents","d_tv","d_washer","d_washerdryer","d_wheelchairaccessible","d_wirelessinternet","price","neighbourhood_cleansed","cancellation_policy","room_type","property_type","ln_price","n_accommodates2","ln_accommodates","ln_accommodates2","ln_beds","f_bathroom","ln_number_of_reviews","f_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating","f_minimum_nights"
40,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",50,100,3,1,100,10,2,0.26,10,4,2,1156,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,"Hackney","moderate","Entire home/apt","Apartment",3.91202300542815,9,1.09861228866811,1.20694896081258,0.693147180559945,1,2.39789527279837,1,7.05272104923232,49.7408741982847,350.808510465459,1336336,1544804416,4.60517018598809,3
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",40,100,2,1,90,2,1,2,0,1,1,20,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40,"Hackney","strict","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,1.09861228866811,1,2.99573227355399,8.97441185481296,26.8849352296287,400,8000,4.49980967033027,1
20,"Apartment","Private room","Private","moderate","Real Bed","Hackney",150,100,4,2,95,21,2,1.85,0,2,2,340,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,150,"Hackney","moderate","Private room","Apartment",5.01063529409626,16,1.38629436111989,1.92181205567281,0.693147180559945,2,3.09104245335832,1,5.82894561761021,33.9766070130572,198.047794550024,115600,39304000,4.55387689160054,2
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",43,100,2,1,90,4,1,3.33,0,1,1,35,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43,"Hackney","strict","Private room","Apartment",3.76120011569356,4,0.693147180559945,0.480453013918201,0,1,1.6094379124341,1,3.55534806148941,12.6404998383365,44.941376596487,1225,42875,4.49980967033027,1
30,"Apartment","Private room","Private","strict","Real Bed","Hackney",39,100,2,1,100,1,1,0.36,0,2,1,83,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39,"Hackney","strict","Private room","Apartment",3.66356164612965,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,4.4188406077966,19.5261523171122,86.2829547728771,6889,571787,4.60517018598809,2
NA,"House","Private room","Private","flexible","Real Bed","Hackney",39,100,2,1,100,1,1,0.65,0,1,2,45,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39,"Hackney","flexible","Private room","House",3.66356164612965,4,0.693147180559945,0.480453013918201,NA,1,0.693147180559945,1,3.80666248977032,14.4906793110244,55.1611253845673,2025,91125,4.60517018598809,1
85,"House","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",250,100,6,2,98,8,4,0.98,25,3,3,243,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,250,"Hackney","strict","Entire home/apt","House",5.52146091786225,36,1.79175946922805,3.2104019955684,1.09861228866811,2,2.19722457733622,1,5.49306144334055,30.1737240203145,165.746120017988,59049,14348907,4.58496747867057,3
5,"Apartment","Private room","Private","moderate","Couch","Hackney",25,0,2,1,96,40,1,0.8,10,1,1,1490,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,25,"Hackney","moderate","Private room","Apartment",3.2188758248682,4,0.693147180559945,0.480453013918201,0,1,3.71357206670431,1,7.30653139893951,53.3854010836889,390.062109262952,2220100,3307949000,4.56434819146784,1
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",90,67,6,2,93,3,2,0.64,20,2,3,139,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,90,"Hackney","strict","Entire home/apt","Apartment",4.49980967033027,36,1.79175946922805,3.2104019955684,1.09861228866811,2,1.38629436111989,1,4.93447393313069,24.3490329967463,120.149668619384,19321,2685619,4.53259949315326,2
20,"House","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",140,100,6,3,100,1,1,0.06,20,7,2,475,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140,"Hackney","strict","Entire home/apt","House",4.9416424226093,36,1.79175946922805,3.2104019955684,0.693147180559945,2,0.693147180559945,1,6.16331480403464,37.9864493736326,234.122445777222,225625,107171875,4.60517018598809,3
8,"Apartment","Private room","Private","moderate","Real Bed","Hackney",40,100,2,1,94,53,1,4.13,15,1,1,384,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,40,"Hackney","moderate","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,3.98898404656427,2,5.95064255258773,35.4101467886678,210.713126274024,147456,56623104,4.54329478227,1
25,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",70,NA,2,1,100,1,1,0.05,0,3,1,573,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,"Hackney","moderate","Entire home/apt","Apartment",4.24849524204936,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,6.35088571671474,40.3337493867713,256.155032881998,328329,188132517,4.60517018598809,3
20,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",79,100,4,1,93,9,2,1.08,10,2,2,248,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79,"Hackney","moderate","Entire home/apt","Apartment",4.36944785246702,16,1.38629436111989,1.92181205567281,0.693147180559945,1,2.30258509299405,1,5.51342874616498,30.3978965390384,167.596636601283,61504,15252992,4.53259949315326,2
NA,"Apartment","Private room","Private","moderate","Real Bed","Hackney",35,100,1,1,100,6,1,0.33,0,2,1,536,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,"Hackney","moderate","Private room","Apartment",3.55534806148941,1,0,0,0,1,1.94591014905531,1,6.2841341610708,39.490342154337,248.162608164444,287296,153990656,4.60517018598809,2
20,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",56,100,2,1,89,35,1,2.45,0,3,1,427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,56,"Hackney","flexible","Entire home/apt","Apartment",4.02535169073515,4,0.693147180559945,0.480453013918201,0,1,3.58351893845611,1,6.05678401322862,36.6846325829018,222.190896159286,182329,77854483,4.48863636973214,3
20,"House","Private room","Private","strict","Real Bed","Hackney",28,100,2,1,97,8,1,0.44,0,1,1,540,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28,"Hackney","strict","Private room","House",3.3322045101752,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,6.29156913955832,39.5838422378426,249.044480248756,291600,157464000,4.57471097850338,1
15,"Apartment","Private room","Private","strict","Real Bed","Hackney",39,100,2,1.5,47,3,2,0.58,10,2,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,"Hackney","strict","Private room","Apartment",3.66356164612965,4,0.693147180559945,0.480453013918201,0,1,1.38629436111989,1,5.03043792139244,25.305305680983,127.296769310045,23409,3581577,3.85014760171006,2
NA,"Apartment","Private room","Private","moderate","Real Bed","Hackney",45,100,2,1.5,90,2,1,0.08,5,3,1,757,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45,"Hackney","moderate","Private room","Apartment",3.80666248977032,4,0.693147180559945,0.480453013918201,0,1,1.09861228866811,1,6.62936325343745,43.9484571460268,291.35028684914,573049,433798093,4.49980967033027,3
8,"Apartment","Private room","Private","moderate","Real Bed","Hackney",39,100,2,1,97,30,1,2.54,20,1,1,352,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,39,"Hackney","moderate","Private room","Apartment",3.66356164612965,4,0.693147180559945,0.480453013918201,0,1,3.43398720448515,1,5.8636311755981,34.3821705634459,201.604367200553,123904,43614208,4.57471097850338,1
35,"Apartment","Private room","Private","strict","Real Bed","Hackney",35,91,2,1,89,76,1,1.69,30,3,1,1349,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,"Hackney","strict","Private room","Apartment",3.55534806148941,4,0.693147180559945,0.480453013918201,0,1,4.34380542185368,2,7.20711885620776,51.9425622075054,374.356219525456,1819801,2454911549,4.48863636973214,3
20,"Apartment","Entire home/apt","Entire/Apt","strict","Couch","Hackney",70,100,2,1,94,29,1,0.9,0,2,1,970,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,"Hackney","strict","Entire home/apt","Apartment",4.24849524204936,4,0.693147180559945,0.480453013918201,0,1,3.40119738166216,1,6.87729607149743,47.297201255034,325.276856384068,940900,912673000,4.54329478227,2
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",55,NA,2,1,100,1,1,0.12,0,2,1,239,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,55,"Hackney","flexible","Private room","Apartment",4.00733318523247,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,5.47646355193151,29.9916530356343,164.248194711827,57121,13651919,4.60517018598809,2
15,"Apartment","Private room","Private","moderate","Real Bed","Hackney",20,NA,2,1,91,8,1,0.52,15,1,1,459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20,"Hackney","moderate","Private room","Apartment",2.99573227355399,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,6.12905021006055,37.5652564774432,230.239343104052,210681,96702579,4.51085950651685,1
15,"Apartment","Private room","Private","moderate","Real Bed","Hackney",65,100,2,1,100,8,1,1.49,0,1,1,160,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,65,"Hackney","moderate","Private room","Apartment",4.17438726989564,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,5.07517381523383,25.7573892548351,130.723227494924,25600,4096000,4.60517018598809,1
60,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",150,98,6,1,91,39,4,3.3,19,2,2,353,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,150,"Hackney","flexible","Entire home/apt","Apartment",5.01063529409626,36,1.79175946922805,3.2104019955684,0.693147180559945,1,3.68887945411394,1,5.8664680569333,34.4154474630187,201.897123206865,124609,43986977,4.51085950651685,2
NA,"Apartment","Private room","Private","moderate","Real Bed","Hackney",45,67,2,1,88,10,1,0.22,10,1,1,1343,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,45,"Hackney","moderate","Private room","Apartment",3.80666248977032,4,0.693147180559945,0.480453013918201,0,1,2.39789527279837,1,7.20266119652324,51.8783283119016,373.662022272626,1803649,2422300607,4.47733681447821,1
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",37,100,1,2,90,98,1,2.2,25,1,1,1336,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,37,"Hackney","strict","Private room","Apartment",3.61091791264422,1,0,0,0,2,4.59511985013459,2,7.19743535409659,51.8030756763995,372.849288324259,1784896,2384621056,4.49980967033027,1
40,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",98,86,4,2,100,3,1,0.2,0,2,2,443,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,98,"Hackney","moderate","Entire home/apt","Apartment",4.58496747867057,16,1.38629436111989,1.92181205567281,0.693147180559945,2,1.38629436111989,1,6.09356977004514,37.1315925424079,226.26394983005,196249,86938307,4.60517018598809,2
10,"House","Private room","Private","moderate","Real Bed","Hackney",65,100,2,2,97,23,1,4.83,10,2,1,142,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,65,"Hackney","moderate","Private room","House",4.17438726989564,4,0.693147180559945,0.480453013918201,0,2,3.17805383034795,1,4.95582705760126,24.5602218248528,121.716211860294,20164,2863288,4.57471097850338,2
10,"Apartment","Private room","Private","flexible","Real Bed","Hackney",38,NA,2,1,70,2,1,0.26,0,3,1,230,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,38,"Hackney","flexible","Private room","Apartment",3.63758615972639,4,0.693147180559945,0.480453013918201,0,1,1.09861228866811,1,5.4380793089232,29.5727065701386,160.818723707928,52900,12167000,4.24849524204936,3
15,"House","Private room","Private","strict","Real Bed","Hackney",39,100,2,1.5,68,5,1,0.44,0,1,1,342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39,"Hackney","strict","Private room","House",3.66356164612965,4,0.693147180559945,0.480453013918201,0,1,1.79175946922805,1,5.8348107370626,34.0450163373411,198.646226868589,116964,40001688,4.21950770517611,1
10,"Apartment","Private room","Private","moderate","Real Bed","Hackney",37,100,2,1,100,1,1,0.16,10,1,1,184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37,"Hackney","moderate","Private room","Apartment",3.61091791264422,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,5.21493575760899,27.1955549559888,141.823071988006,33856,6229504,4.60517018598809,1
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",75,100,2,1,95,8,1,0.18,0,2,1,1365,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,75,"Hackney","flexible","Private room","Apartment",4.31748811353631,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,7.21890970761906,52.1126573667567,376.196568154706,1863225,2543302125,4.55387689160054,2
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,86,1,1,100,2,1,2,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,1,0,0,0,1,1.09861228866811,1,3.13549421592915,9.83132397812515,30.826059468337,529,12167,4.60517018598809,1
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",60,100,2,1,100,1,1,0.2,0,2,1,147,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,"Hackney","flexible","Private room","Apartment",4.0943445622221,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,4.99043258677874,24.9044174031831,124.283816163584,21609,3176523,4.60517018598809,2
10,"Apartment","Private room","Private","flexible","Real Bed","Hackney",65,75,2,1,100,5,1,0.47,10,1,1,315,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,65,"Hackney","flexible","Private room","Apartment",4.17438726989564,4,0.693147180559945,0.480453013918201,0,1,1.79175946922805,1,5.75257263882563,33.0920919649653,190.364662799161,99225,31255875,4.60517018598809,1
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",33,100,2,1,89,8,1,0.48,10,1,1,498,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,33,"Hackney","strict","Private room","Apartment",3.49650756146648,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,6.21060007702465,38.5715533167386,239.552491999897,248004,123505992,4.48863636973214,1
NA,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",90,33,2,1,95,4,1,0.15,0,3,1,818,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,90,"Hackney","strict","Entire home/apt","Apartment",4.49980967033027,4,0.693147180559945,0.480453013918201,0,1,1.6094379124341,1,6.70686233660275,44.9820024021405,301.68809773589,669124,547343432,4.55387689160054,3
NA,"House","Private room","Private","flexible","Real Bed","Hackney",64,100,2,1,97,8,1,0.82,0,1,1,292,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,64,"Hackney","flexible","Private room","House",4.15888308335967,4,0.693147180559945,0.480453013918201,0,1,2.19722457733622,1,5.67675380226828,32.2255337315674,182.9364211408,85264,24897088,4.57471097850338,1
25,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",280,100,4,1,90,4,2,0.48,20,2,1,250,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,280,"Hackney","moderate","Entire home/apt","Apartment",5.63478960316925,16,1.38629436111989,1.92181205567281,0,1,1.6094379124341,1,5.52146091786225,30.4865306674802,168.330187601701,62500,15625000,4.49980967033027,2
NA,"House","Private room","Private","moderate","Real Bed","Hackney",30,NA,2,3,80,3,1,0.13,0,3,1,691,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30,"Hackney","moderate","Private room","House",3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,1,6.53813982376767,42.7472723551367,279.487643742562,477481,329939371,4.38202663467388,3
NA,"House","Private room","Private","flexible","Real Bed","Hackney",35,NA,2,2,95,4,1,0.18,8,1,1,676,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,35,"Hackney","flexible","Private room","House",3.55534806148941,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,1,6.51619307604296,42.4607722042703,276.682589840903,456976,308915776,4.55387689160054,1
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",120,100,4,1,92,10,2,1.1,25,10,2,270,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,120,"Hackney","strict","Entire home/apt","Apartment",4.78749174278205,16,1.38629436111989,1.92181205567281,0.693147180559945,1,2.39789527279837,1,5.59842195899838,31.3423284309952,175.467579734223,72900,19683000,4.52178857704904,3
35,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",119,100,2,1,90,6,1,0.25,0,2,1,721,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,119,"Hackney","moderate","Entire home/apt","Apartment",4.77912349311153,4,0.693147180559945,0.480453013918201,0,1,1.94591014905531,1,6.58063913728495,43.3048114551664,284.973337094614,519841,374805361,4.49980967033027,2
12,"Apartment","Private room","Private","moderate","Real Bed","Hackney",28,75,1,1.5,97,46,1,0.9,20,2,1,1532,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,28,"Hackney","moderate","Private room","Apartment",3.3322045101752,1,0,0,0,1,3.85014760171006,1,7.33432935030054,53.7923870186799,394.53108293383,2347024,3595640768,4.57471097850338,2
35,"Apartment","Private room","Private","strict","Real Bed","Hackney",75,100,2,1,100,1,1,0.48,0,1,2,62,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,75,"Hackney","strict","Private room","Apartment",4.31748811353631,4,0.693147180559945,0.480453013918201,0.693147180559945,1,0.693147180559945,1,4.12713438504509,17.0332382322215,70.2984631968661,3844,238328,4.60517018598809,1
NA,"House","Private room","Private","flexible","Real Bed","Hackney",32,NA,2,1,80,3,2,0.33,8,1,1,270,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,32,"Hackney","flexible","Private room","House",3.46573590279973,4,0.693147180559945,0.480453013918201,0,1,1.38629436111989,1,5.59842195899838,31.3423284309952,175.467579734223,72900,19683000,4.38202663467388,1
NA,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",70,NA,2,1,93,3,1,0.15,0,4,1,594,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,70,"Hackney","strict","Entire home/apt","Apartment",4.24849524204936,4,0.693147180559945,0.480453013918201,0,1,1.38629436111989,1,6.38687931936265,40.7922274401022,260.535033827926,352836,209584584,4.53259949315326,3
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",80,100,2,1,95,38,1,7.04,13,1,1,161,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,80,"Hackney","flexible","Private room","Apartment",4.38202663467388,4,0.693147180559945,0.480453013918201,0,1,3.66356164612965,1,5.08140436498446,25.8206703204832,131.205266873328,25921,4173281,4.55387689160054,1
NA,"Apartment","Private room","Private","strict","Real Bed","Hackney",29,100,2,1,96,5,1,0.18,0,5,1,831,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,"Hackney","strict","Private room","Apartment",3.36729582998647,4,0.693147180559945,0.480453013918201,0,1,1.79175946922805,1,6.72262979485545,45.1937513586782,303.820859425139,690561,573856191,4.56434819146784,3
10,"Apartment","Private room","Private","flexible","Real Bed","Hackney",35,67,2,1,100,1,1,0.36,0,1,2,83,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,35,"Hackney","flexible","Private room","Apartment",3.55534806148941,4,0.693147180559945,0.480453013918201,0.693147180559945,1,0.693147180559945,1,4.4188406077966,19.5261523171122,86.2829547728771,6889,571787,4.60517018598809,1
